X,Y,L
-174316.74858534167,743796.5425928376,n4589
-174314.76541607574,743796.8015130234,n4590
-174312.7822468098,743797.0604332094,n4591
-174310.7990775439,743797.3193533953,n4592
-174308.81590827796,743797.5782735812,n4593
-174306.83273901202,743797.8371937671,n4594
-174304.8495697461,743798.096113953,n4595
-174302.86640048015,743798.3550341389,n4596
-174300.88323121425,743798.6139543249,n4597
-174298.9000619483,743798.8728745107,n4598
-174296.91689268238,743799.1317946967,n4599
-174294.93372341644,743799.3907148825,n4600
-174292.9505541505,743799.6496350685,n4601
-174290.9673848846,743799.9085552543,n4602
-174288.98421561866,743800.1674754403,n4603
-174287.00104635273,743800.4263956262,n4604
-174285.0178770868,743800.6853158121,n4605
-174283.03470782086,743800.944235998,n4606
-174281.05153855495,743801.2031561839,n4607
-174279.6810400917,743801.3820868093,n4608
-174389.04191970814,743721.5039721054,n4609
-174387.14843554486,743722.1479579154,n4610
-174385.2549513816,743722.7919437254,n4611
-174383.36146721832,743723.4359295353,n4612
-174381.46798305504,743724.0799153453,n4613
-174379.5744988918,743724.7239011553,n4614
-174377.68101472853,743725.3678869653,n4615
-174375.78753056526,743726.0118727753,n4616
-174373.89404640198,743726.6558585853,n4617
-174373.58815057247,743726.7598956706,n4618
-174371.70769941222,743727.4410002396,n4619
-174369.82724825197,743728.1221048086,n4620
-174367.94679709175,743728.8032093776,n4621
-174366.0663459315,743729.4843139467,n4622
-174364.18589477125,743730.1654185157,n4623
-174362.305443611,743730.8465230847,n4624
-174360.42499245075,743731.5276276537,n4625
-174358.5445412905,743732.2087322227,n4626
-174356.66409013027,743732.8898367917,n4627
-174354.78363897002,743733.5709413607,n4628
-174353.43895956478,743734.0579879303,n4629
-174352.317933409,743735.7142790756,n4630
-174351.19690725327,743737.3705702209,n4631
-174350.0758810975,743739.0268613662,n4632
-174348.95485494172,743740.6831525116,n4633
-174347.83382878595,743742.3394436568,n4634
-174346.7128026302,743743.9957348022,n4635
-174345.6179374436,743745.613373699,n4636
-174345.94082771806,743747.5871370765,n4637
-174346.2637179925,743749.5609004542,n4638
-174346.58660826695,743751.5346638317,n4639
-174346.9094985414,743753.5084272093,n4640
-174347.23238881587,743755.4821905869,n4641
-174347.5552790903,743757.4559539645,n4642
-174347.87816936476,743759.429717342,n4643
-174348.20105963922,743761.4034807197,n4644
-174348.52394991365,743763.3772440972,n4645
-174348.8468401881,743765.3510074748,n4646
-174348.91446279315,743765.7643708737,n4647
-174346.92440574666,743765.9635515749,n4648
-174344.9343487002,743766.162732276,n4649
-174342.9442916537,743766.3619129773,n4650
-174340.9542346072,743766.5610936785,n4651
-174338.96417756073,743766.7602743796,n4652
-174336.97412051423,743766.9594550808,n4653
-174334.98406346774,743767.1586357821,n4654
-174333.69415013146,743767.2877405448,n4655
-174476.565906499,743808.5097296798,n4656
-174475.1870038107,743809.9583936768,n4657
-174473.80810112238,743811.4070576738,n4658
-174472.4291984341,743812.8557216708,n4659
-174471.0502957458,743814.3043856678,n4660
-174469.6713930575,743815.7530496648,n4661
-174468.2924903692,743817.2017136618,n4662
-174466.91358768093,743818.6503776588,n4663
-174466.4142044926,743819.1750255921,n4664
-174464.45040497498,743819.5538282512,n4665
-174462.48660545735,743819.9326309103,n4666
-174460.52280593972,743820.3114335694,n4667
-174458.5590064221,743820.6902362285,n4668
-174456.59520690443,743821.0690388876,n4669
-174454.6314073868,743821.4478415467,n4670
-174452.66760786917,743821.8266442058,n4671
-174450.70380835154,743822.2054468648,n4672
-174448.7400088339,743822.5842495239,n4673
-174448.55249691274,743822.6204192112,n4674
-174446.56950290283,743822.8806782295,n4675
-174444.58650889288,743823.1409372478,n4676
-174442.60351488297,743823.4011962661,n4677
-174440.62052087305,743823.6614552843,n4678
-174438.6375268631,743823.9217143026,n4679
-174436.6545328532,743824.1819733209,n4680
-174434.67153884328,743824.4422323392,n4681
-174432.68854483333,743824.7024913576,n4682
-174430.70555082342,743824.9627503759,n4683
-174428.77627185427,743825.2159595373,n4684
-174428.10940388378,743827.1015064367,n4685
-174427.44253591332,743828.9870533362,n4686
-174426.77566794283,743830.8726002356,n4687
-174426.10879997237,743832.758147135,n4688
-174425.44193200188,743834.6436940344,n4689
-174424.77506403142,743836.529240934,n4690
-174424.10819606093,743838.4147878333,n4691
-174423.44132809047,743840.3003347327,n4692
-174422.77446011998,743842.1858816321,n4693
-174422.10759214952,743844.0714285317,n4694
-174421.44072417903,743845.9569754311,n4695
-174420.77385620857,743847.8425223305,n4696
-174420.10698823808,743849.7280692299,n4697
-174419.44012026762,743851.6136161294,n4698
-174418.77325229713,743853.4991630288,n4699
-174418.10638432667,743855.3847099282,n4700
-174417.4395163562,743857.2702568276,n4701
-174416.77264838573,743859.1558037271,n4702
-174416.10578041524,743861.0413506265,n4703
-174415.43891244478,743862.9268975259,n4704
-174414.7720444743,743864.8124444254,n4705
-174414.10517650383,743866.6979913248,n4706
-174413.43830853334,743868.5835382242,n4707
-174412.77144056288,743870.4690851236,n4708
-174412.1045725924,743872.3546320231,n4709
-174411.43770462193,743874.2401789225,n4710
-174410.77083665144,743876.1257258219,n4711
-174484.40037024242,744664.6510302562,n4712
-174484.0531073342,744662.6814088528,n4713
-174483.705844426,744660.7117874494,n4714
-174483.35858151782,744658.742166046,n4715
-174483.0113186096,744656.7725446428,n4716
-174482.6640557014,744654.8029232394,n4717
-174482.3167927932,744652.833301836,n4718
-174481.96952988498,744650.8636804327,n4719
-174481.62226697677,744648.8940590293,n4720
-174481.27500406856,744646.9244376259,n4721
-174480.92774116038,744644.9548162225,n4722
-174480.58047825217,744642.9851948192,n4723
-174480.23321534396,744641.0155734158,n4724
-174479.88595243575,744639.0459520125,n4725
-174479.53868952754,744637.0763306092,n4726
-174479.19142661933,744635.1067092058,n4727
-174478.84416371112,744633.1370878024,n4728
-174478.49690080291,744631.167466399,n4729
-174478.14963789473,744629.1978449957,n4730
-174477.80237498652,744627.2282235923,n4731
-174477.4551120783,744625.2586021889,n4732
-174477.1522885954,744623.5410343194,n4733
-174476.82119855107,744621.5686298521,n4734
-174476.49010850675,744619.5962253849,n4735
-174476.15901846244,744617.6238209176,n4736
-174475.82792841812,744615.6514164503,n4737
-174475.4968383738,744613.679011983,n4738
-174475.16574832948,744611.7066075157,n4739
-174474.83465828517,744609.7342030485,n4740
-174474.50356824085,744607.7617985812,n4741
-174474.17247819653,744605.7893941139,n4742
-174473.8413881522,744603.8169896466,n4743
-174473.5102981079,744601.8445851794,n4744
-174473.17920806358,744599.8721807121,n4745
-174472.84811801926,744597.8997762448,n4746
-174472.51702797494,744595.9273717775,n4747
-174472.18593793063,744593.9549673102,n4748
-174471.8548478863,744591.9825628429,n4749
-174471.523757842,744590.0101583756,n4750
-174471.19266779767,744588.0377539083,n4751
-174470.86157775336,744586.0653494411,n4752
-174470.53048770904,744584.0929449738,n4753
-174470.19939766472,744582.1205405066,n4754
-174469.8683076204,744580.1481360393,n4755
-174386.15555707176,744574.702286056,n4756
-174384.1663775257,744574.4945248147,n4757
-174382.1771979796,744574.2867635733,n4758
-174380.1880184335,744574.0790023318,n4759
-174378.19883888742,744573.8712410905,n4760
-174376.20965934132,744573.6634798491,n4761
-174374.22047979524,744573.4557186078,n4762
-174372.23130024914,744573.2479573664,n4763
-174370.24212070304,744573.040196125,n4764
-174368.25294115697,744572.8324348836,n4765
-174366.26376161087,744572.6246736422,n4766
-174365.63457150117,744572.5589574436,n4767
-174363.6565622649,744572.8547267137,n4768
-174361.67855302859,744573.1504959838,n4769
-174359.7005437923,744573.4462652539,n4770
-174357.72355395867,744573.7418820941,n4771
-174366.4761710941,744570.7446503788,n4772
-174367.31777068708,744568.9303433141,n4773
-174368.15937028002,744567.1160362493,n4774
-174369.00096987298,744565.3017291847,n4775
-174369.84256946592,744563.48742212,n4776
-174370.21596639062,744562.6824589473,n4777
-174369.5935285627,744560.7817824492,n4778
-174368.97109073473,744558.8811059511,n4779
-174368.3486529068,744556.9804294531,n4780
-174367.72621507884,744555.079752955,n4781
-174367.10377725092,744553.1790764569,n4782
-174369.00039631568,744552.869273625,n4783
-174371.00038774515,744552.8751287034,n4784
-174373.00037917466,744552.880983782,n4785
-174375.00037060416,744552.8868388605,n4786
-174377.00036203366,744552.892693939,n4787
-174379.00035346314,744552.8985490175,n4788
-174203.24283364235,744734.684876559,n4789
-174203.10569526002,744732.6895838325,n4790
-174202.96855687766,744730.6942911062,n4791
-174202.83141849533,744728.6989983798,n4792
-174202.694280113,744726.7037056533,n4793
-174202.55714173068,744724.7084129269,n4794
-174202.42000334832,744722.7131202004,n4795
-174202.282864966,744720.7178274741,n4796
-174202.14572658367,744718.7225347477,n4797
-174202.00858820134,744716.7272420212,n4798
-174201.87144981898,744714.7319492948,n4799
-174201.73431143665,744712.7366565684,n4800
-174201.59717305432,744710.7413638419,n4801
-174201.460034672,744708.7460711156,n4802
-174201.32289628967,744706.7507783892,n4803
-174201.1857579073,744704.7554856627,n4804
-174201.04861952498,744702.7601929363,n4805
-174200.91148114266,744700.7649002098,n4806
-174200.77434276033,744698.7696074835,n4807
-174200.63720437797,744696.7743147571,n4808
-174200.50006599564,744694.7790220306,n4809
-174200.3629276133,744692.7837293042,n4810
-174200.225789231,744690.7884365778,n4811
-174200.08865084866,744688.7931438514,n4812
-174199.9515124663,744686.797851125,n4813
-174199.81437408397,744684.8025583986,n4814
-174199.67723570165,744682.8072656721,n4815
-174199.54009731932,744680.8119729457,n4816
-174199.40295893696,744678.8166802193,n4817
-174199.26582055463,744676.8213874929,n4818
-174199.1286821723,744674.8260947665,n4819
-174198.99154378998,744672.83080204,n4820
-174198.8973181163,744671.4598670902,n4821
-174199.40705615975,744669.5259159205,n4822
-174199.9167942032,744667.5919647507,n4823
-174200.42653224664,744665.658013581,n4824
-174200.93627029008,744663.7240624111,n4825
-174201.44600833356,744661.7901112414,n4826
-174201.955746377,744659.8561600716,n4827
-174202.46548442045,744657.9222089018,n4828
-174202.80642139117,744656.6286906686,n4829
-174203.51477947293,744654.7583354007,n4830
-174204.2231375547,744652.887980133,n4831
-174204.93149563647,744651.017624865,n4832
-174205.63985371822,744649.1472695972,n4833
-174206.34821179998,744647.2769143294,n4834
-174207.05656988177,744645.4065590615,n4835
-174207.76492796352,744643.5362037936,n4836
-174151.21061290757,744637.4530224697,n4837
-174151.39549120454,744639.4444591409,n4838
-174151.58036950152,744641.435895812,n4839
-174151.7652477985,744643.4273324832,n4840
-174151.95012609547,744645.4187691543,n4841
-174152.13500439245,744647.4102058256,n4842
-174152.3198826894,744649.4016424967,n4843
-174152.50476098637,744651.3930791679,n4844
-174152.67485740277,744653.2252912057,n4845
-174152.357135785,744655.1998931842,n4846
-174152.03941416717,744657.1744951627,n4847
-174151.72169254938,744659.1490971412,n4848
-174151.40397093157,744661.1236991198,n4849
-174151.08624931378,744663.0983010983,n4850
-174150.76852769597,744665.0729030768,n4851
-174150.45080607818,744667.0475050553,n4852
-174150.13308446037,744669.0221070339,n4853
-174149.81536284258,744670.9967090124,n4854
-174149.49764122476,744672.9713109909,n4855
-174149.17991960698,744674.9459129694,n4856
-174148.86219798916,744676.920514948,n4857
-174148.54447637137,744678.8951169265,n4858
-174148.46564306025,744679.3850565573,n4859
-174150.44139603758,744679.0745727855,n4860
-174152.41714901495,744678.7640890138,n4861
-174154.39290199228,744678.4536052421,n4862
-174156.36865496964,744678.1431214703,n4863
-174158.34440794698,744677.8326376986,n4864
-174160.32016092434,744677.5221539269,n4865
-174162.29591390167,744677.2116701552,n4866
-174164.27166687904,744676.9011863834,n4867
-174166.24741985637,744676.5907026117,n4868
-174168.22317283374,744676.2802188401,n4869
-174170.19892581107,744675.9697350684,n4870
-174172.17467878843,744675.6592512967,n4871
-174174.15043176577,744675.3487675249,n4872
-174176.12618474313,744675.0382837532,n4873
-174178.10193772046,744674.7277999815,n4874
-174180.07769069783,744674.4173162098,n4875
-174182.05344367516,744674.106832438,n4876
-174184.0291966525,744673.7963486663,n4877
-174186.00494962986,744673.4858648946,n4878
-174187.9807026072,744673.1753811229,n4879
-174189.95645558456,744672.8648973511,n4880
-174191.9322085619,744672.5544135794,n4881
-174193.90796153925,744672.2439298077,n4882
-174195.8837145166,744671.933446036,n4883
-174197.85946749395,744671.6229622642,n4884
-174149.1061483548,744681.279720899,n4885
-174149.74665364937,744683.1743852407,n4886
-174150.38715894392,744685.0690495824,n4887
-174151.0276642385,744686.9637139239,n4888
-174151.66816953305,744688.8583782656,n4889
-174152.30867482763,744690.7530426073,n4890
-174152.94918012217,744692.647706949,n4891
-174153.58968541675,744694.5423712907,n4892
-174154.2301907113,744696.4370356324,n4893
-174154.87069600588,744698.331699974,n4894
-174155.11818900742,744699.0638034693,n4895
-174155.66926909026,744700.9863826594,n4896
-174156.2203491731,744702.9089618495,n4897
-174156.77142925592,744704.8315410396,n4898
-174157.32250933876,744706.7541202297,n4899
-174157.8735894216,744708.67669942,n4900
-174158.42466950443,744710.5992786101,n4901
-174158.97574958726,744712.5218578002,n4902
-174159.5268296701,744714.4444369903,n4903
-174160.07790975293,744716.3670161804,n4904
-174160.62898983576,744718.2895953705,n4905
-174161.1800699186,744720.2121745606,n4906
-174161.73115000143,744722.1347537508,n4907
-174162.28223008427,744724.057332941,n4908
-174162.8333101671,744725.9799121311,n4909
-174163.38439024994,744727.9024913212,n4910
-174163.93547033277,744729.8250705113,n4911
-174164.4865504156,744731.7476497014,n4912
-174164.75483525213,744732.6836277195,n4913
-174165.30591538816,744734.6062068944,n4914
-174165.8569955242,744736.5287860692,n4915
-174236.7985273099,744736.6072616908,n4916
-174236.08321911556,744738.4749699623,n4917
-174235.3679109212,744740.3426782336,n4918
-174234.65260272683,744742.210386505,n4919
-174233.9372945325,744744.0780947765,n4920
-174233.22198633812,744745.9458030479,n4921
-174232.50667814375,744747.8135113192,n4922
-174231.7913699494,744749.6812195907,n4923
-174231.07606175504,744751.5489278621,n4924
-174230.36075356067,744753.4166361335,n4925
-174229.9604706975,744754.4617962762,n4926
-174229.72742358298,744756.4481721325,n4927
-174229.49437646847,744758.4345479887,n4928
-174229.26132935396,744760.420923845,n4929
-174229.02828223945,744762.4072997012,n4930
-174228.79523512494,744764.3936755576,n4931
-174228.56218801046,744766.3800514139,n4932
-174228.32914089595,744768.3664272701,n4933
-174228.09609378144,744770.3528031264,n4934
-174227.86304666693,744772.3391789827,n4935
-174227.62999955242,744774.325554839,n4936
-174227.62649259955,744774.3554463333,n4937
-174227.70958566695,744776.3537194734,n4938
-174227.79267873437,744778.3519926134,n4939
-174227.87577180177,744780.3502657533,n4940
-174227.9588648692,744782.3485388934,n4941
-174228.0419579366,744784.3468120334,n4942
-174228.12505100403,744786.3450851735,n4943
-174228.20814407142,744788.3433583134,n4944
-174228.29123713885,744790.3416314535,n4945
-174228.37433020625,744792.3399045935,n4946
-174228.45742327368,744794.3381777336,n4947
-174228.54051634108,744796.3364508735,n4948
-174228.62360940847,744798.3347240136,n4949
-174228.66823961327,744799.4080186003,n4950
-174228.75133255785,744801.4062917455,n4951
-174228.83442550243,744803.4045648905,n4952
-174228.917518447,744805.4028380357,n4953
-174229.0006113916,744807.4011111809,n4954
-174229.0837043362,744809.399384326,n4955
-174229.16679728078,744811.3976574711,n4956
-174229.24989022536,744813.3959306163,n4957
-174229.28337267085,744814.2011382305,n4958
-174229.36646549337,744816.1994113807,n4959
-174229.44955831586,744818.1976845309,n4960
-174229.53265113838,744820.1959576812,n4961
-174229.61574396087,744822.1942308313,n4962
-174229.69883678338,744824.1925039815,n4963
-174229.7819296059,744826.1907771317,n4964
-174229.8650224284,744828.189050282,n4965
-174229.9481152509,744830.1873234322,n4966
-174230.0312080734,744832.1855965824,n4967
-174230.11430089592,744834.1838697325,n4968
-174230.1973937184,744836.1821428828,n4969
-174230.28048654093,744838.180416033,n4970
-174230.31497504518,744839.009819223,n4971
-174230.39166160038,744841.0083484752,n4972
-174230.46834815555,744843.0068777276,n4973
-174230.54503471075,744845.0054069798,n4974
-174230.62172126592,744847.0039362321,n4975
-174230.69840782112,744849.0024654844,n4976
-174230.7750943763,744851.0009947367,n4977
-174230.8517809315,744852.999523989,n4978
-174230.92846748666,744854.9980532413,n4979
-174231.00515404186,744856.9965824935,n4980
-174231.08184059706,744858.9951117459,n4981
-174231.15852715223,744860.9936409981,n4982
-174231.23521370743,744862.9921702504,n4983
-174231.3119002626,744864.9906995028,n4984
-174231.3885868178,744866.989228755,n4985
-174231.46527337297,744868.9877580072,n4986
-174231.47471441844,744869.2338012082,n4987
-174231.55140084992,744871.2323304652,n4988
-174231.62808728137,744873.2308597222,n4989
-174231.70477371285,744875.2293889793,n4990
-174231.78146014432,744877.2279182364,n4991
-174187.05437797998,744821.1534464288,n4992
-174185.07733041947,744821.4555771017,n4993
-174183.10028285894,744821.7577077745,n4994
-174181.12323529844,744822.0598384474,n4995
-174179.14618773793,744822.3619691201,n4996
-174177.1691401774,744822.664099793,n4997
-174175.1920926169,744822.9662304658,n4998
-174173.2150450564,744823.2683611386,n4999
-174171.23799749586,744823.5704918115,n5000
-174169.26094993536,744823.8726224843,n5001
-174167.28390237485,744824.1747531572,n5002
-174165.30685481432,744824.47688383,n5003
-174163.32980725382,744824.7790145028,n5004
-174162.6617327407,744824.8811090635,n5005
-174160.6617460389,744824.8884023903,n5006
-174158.6617593371,744824.895695717,n5007
-174156.6617726353,744824.9029890437,n5008
-174154.66178593348,744824.9102823704,n5009
-174152.6617992317,744824.9175756972,n5010
-174150.6618125299,744824.9248690238,n5011
-174148.66182582808,744824.9321623506,n5012
-174146.6618391263,744824.9394556773,n5013
-174144.66185242447,744824.9467490041,n5014
-174144.33021639546,744824.9479583771,n5015
-174142.3868708387,744824.4752977727,n5016
-174140.4435252819,744824.0026371683,n5017
-174138.50017972515,744823.5299765639,n5018
-174136.55683416835,744823.0573159595,n5019
-174134.6134886116,744822.5846553551,n5020
-174132.6701430548,744822.1119947507,n5021
-174130.72679749804,744821.6393341463,n5022
-174128.78345194124,744821.1666735418,n5023
-174126.84010638448,744820.6940129374,n5024
-174124.89676082772,744820.221352333,n5025
-174122.95341527092,744819.7486917286,n5026
-174121.01006971416,744819.2760311242,n5027
-174119.06672415737,744818.8033705198,n5028
-174118.22945479825,744818.599729824,n5029
-174116.23328754725,744818.7234888884,n5030
-174114.23712029622,744818.8472479528,n5031
-174112.24095304523,744818.9710070172,n5032
-174110.24478579423,744819.0947660815,n5033
-174109.90663638635,744819.115730785,n5034
-174107.91046911106,744819.2394894572,n5035
-174105.91430183573,744819.3632481296,n5036
-174103.91813456043,744819.4870068019,n5037
-174101.9219672851,744819.6107654743,n5038
-174099.9258000098,744819.7345241465,n5039
-174097.92963273448,744819.8582828188,n5040
-174109.8596453922,744817.1162828995,n5041
-174109.81265439803,744815.1168350141,n5042
-174109.76566340387,744813.1173871288,n5043
-174109.7186724097,744811.1179392433,n5044
-174109.67168141555,744809.1184913579,n5045
-174109.6246904214,744807.1190434725,n5046
-174109.57769942723,744805.1195955871,n5047
-174109.53070843307,744803.1201477017,n5048
-174109.52825217036,744803.0156347117,n5049
-174111.17447354857,744801.8798727763,n5050
-174112.82069492678,744800.7441108408,n5051
-174114.46691630495,744799.6083489055,n5052
-174116.11313768316,744798.47258697,n5053
-174116.4912827994,744798.2116968888,n5054
-174118.4797338155,744797.9970749967,n5055
-174120.4681848316,744797.7824531046,n5056
-174122.45663584772,744797.5678312125,n5057
-174124.4450868638,744797.3532093205,n5058
-174126.4335378799,744797.1385874284,n5059
-174128.421988896,744796.9239655363,n5060
-174130.4104399121,744796.7093436442,n5061
-174130.63357536632,744796.6852596949,n5062
-174132.60111184488,744796.3263722396,n5063
-174134.56864832345,744795.9674847844,n5064
-174136.53618480198,744795.6085973291,n5065
-174138.50372128055,744795.2497098739,n5066
-174139.74413477644,744795.0234529034,n5067
-174141.68027066844,744794.5220769888,n5068
-174143.6164065604,744794.0207010742,n5069
-174145.5525424524,744793.5193251596,n5070
-174147.4886783444,744793.0179492449,n5071
-174149.42481423638,744792.5165733304,n5072
-174151.36095012838,744792.0151974157,n5073
-174153.29708602038,744791.5138215012,n5074
-174155.23322191235,744791.0124455865,n5075
-174157.16935780435,744790.511069672,n5076
-174159.10549369635,744790.0096937573,n5077
-174160.00763229732,744789.7760786645,n5078
-174159.9689491703,744787.7764527955,n5079
-174159.93026604326,744785.7768269266,n5080
-174159.89158291623,744783.7772010576,n5081
-174159.8528997892,744781.7775751888,n5082
-174159.81421666217,744779.7779493198,n5083
-174159.77553353514,744777.7783234509,n5084
-174159.73685040808,744775.778697582,n5085
-174159.69816728105,744773.7790717131,n5086
-174159.69496523766,744773.6135502234,n5087
-174159.39500130294,744771.6361727588,n5088
-174159.0950373682,744769.658795294,n5089
-174158.7950734335,744767.6814178294,n5090
-174158.49510949876,744765.7040403646,n5091
-174158.19514556404,744763.7266629,n5092
-174157.8951816293,744761.7492854353,n5093
-174157.5952176946,744759.7719079705,n5094
-174157.29525375986,744757.7945305059,n5095
-174156.99528982514,744755.8171530413,n5096
-174156.6953258904,744753.8397755765,n5097
-174156.63815214954,744753.4628833781,n5098
-174156.6782921266,744751.4632862231,n5099
-174156.71843210366,744749.4636890682,n5100
-174156.7585720807,744747.4640919132,n5101
-174156.79871205776,744745.4644947582,n5102
-174156.83885203482,744743.4648976031,n5103
-174156.8789920119,744741.4653004482,n5104
-174156.91913198892,744739.4657032932,n5105
-174351.62878612996,744813.2057001297,n5106
-174349.63413580167,744813.351885176,n5107
-174347.63948547334,744813.4980702222,n5108
-174345.644835145,744813.6442552685,n5109
-174343.6501848167,744813.7904403147,n5110
-174341.65553448838,744813.936625361,n5111
-174339.66088416008,744814.0828104072,n5112
-174337.66623383175,744814.2289954534,n5113
-174335.67158350343,744814.3751804996,n5114
-174333.67693317513,744814.5213655459,n5115
-174331.6822828468,744814.6675505921,n5116
-174329.68763251847,744814.8137356384,n5117
-174327.69298219017,744814.9599206846,n5118
-174325.69833186184,744815.1061057309,n5119
-174323.70368153352,744815.252290777,n5120
-174322.51933847665,744815.3390895718,n5121
-174320.52201313298,744815.2356899995,n5122
-174318.52468778932,744815.1322904273,n5123
-174316.52736244566,744815.028890855,n5124
-174314.53003710197,744814.9254912827,n5125
-174312.5327117583,744814.8220917104,n5126
-174310.53538641465,744814.7186921382,n5127
-174308.53806107098,744814.6152925659,n5128
-174306.54073572732,744814.5118929936,n5129
-174304.54341038366,744814.4084934214,n5130
-174302.54608503997,744814.3050938491,n5131
-174300.5487596963,744814.2016942768,n5132
-174298.55143435264,744814.0982947046,n5133
-174296.55410900898,744813.9948951323,n5134
-174294.55678366532,744813.89149556,n5135
-174292.55945832166,744813.7880959876,n5136
-174290.56213297797,744813.6846964154,n5137
-174289.80494351787,744813.6454974604,n5138
-174287.80502780093,744813.6638584298,n5139
-174285.80511208402,744813.6822193991,n5140
-174283.8051963671,744813.7005803685,n5141
-174281.80528065018,744813.7189413379,n5142
-174279.80536493324,744813.7373023073,n5143
-174277.8054492163,744813.7556632767,n5144
-174275.8055334994,744813.774024246,n5145
-174273.80561778246,744813.7923852154,n5146
-174271.80570206555,744813.8107461848,n5147
-174269.80578634862,744813.8291071542,n5148
-174267.80587063168,744813.8474681235,n5149
-174265.80595491477,744813.8658290929,n5150
-174263.80603919784,744813.8841900623,n5151
-174261.80612348093,744813.9025510317,n5152
-174259.806207764,744813.920912001,n5153
-174257.80629204708,744813.9392729704,n5154
-174255.80637633015,744813.9576339398,n5155
-174253.8064606132,744813.9759949092,n5156
-174251.8065448963,744813.9943558786,n5157
-174249.80662917937,744814.0127168479,n5158
-174247.80671346246,744814.0310778173,n5159
-174245.80679774552,744814.0494387867,n5160
-174243.80688202858,744814.0677997561,n5161
-174241.80696631168,744814.0861607254,n5162
-174239.80705059474,744814.1045216948,n5163
-174237.80713487783,744814.1228826642,n5164
-174235.8072191609,744814.1412436336,n5165
-174233.80730344396,744814.159604603,n5166
-174231.80738772705,744814.1779655723,n5167
-174229.8074720101,744814.1963265418,n5168
-174469.99201557128,744837.6530160062,n5169
-174468.89333362097,744835.9818194374,n5170
-174467.7946516707,744834.3106228684,n5171
-174466.6959697204,744832.6394262994,n5172
-174465.5972877701,744830.9682297304,n5173
-174464.4986058198,744829.2970331615,n5174
-174463.3999238695,744827.6258365925,n5175
-174462.3012419192,744825.9546400235,n5176
-174461.20255996892,744824.2834434547,n5177
-174460.10387801862,744822.6122468857,n5178
-174459.00519606832,744820.9410503167,n5179
-174457.90651411802,744819.2698537477,n5180
-174456.80783216772,744817.5986571788,n5181
-174455.70915021742,744815.9274606098,n5182
-174454.61046826714,744814.2562640408,n5183
-174453.51178631684,744812.585067472,n5184
-174452.41310436654,744810.913870903,n5185
-174451.31442241624,744809.242674334,n5186
-174450.21574046594,744807.571477765,n5187
-174449.11705851567,744805.9002811961,n5188
-174448.01837656536,744804.2290846271,n5189
-174446.91969461506,744802.5578880581,n5190
-174445.82101266476,744800.8866914893,n5191
-174444.72233071446,744799.2154949203,n5192
-174444.2974370658,744798.5691924961,n5193
-174442.3020955367,744798.4327660245,n5194
-174440.30675400756,744798.2963395528,n5195
-174438.31141247845,744798.1599130813,n5196
-174436.3160709493,744798.0234866097,n5197
-174434.3207294202,744797.887060138,n5198
-174432.32538789106,744797.7506336664,n5199
-174430.33004636195,744797.6142071949,n5200
-174428.3347048328,744797.4777807232,n5201
-174426.3393633037,744797.3413542516,n5202
-174424.34402177457,744797.20492778,n5203
-174422.34868024546,744797.0685013084,n5204
-174420.35333871632,744796.9320748368,n5205
-174420.3396417448,744796.9311383407,n5206
-174401.03515084193,743786.254722636,n5207
-174402.92276183708,743785.5937198139,n5208
-174404.81037283226,743784.9327169916,n5209
-174406.6979838274,743784.2717141695,n5210
-174408.5855948226,743783.6107113473,n5211
-174410.47320581778,743782.9497085252,n5212
-174412.36081681293,743782.288705703,n5213
-174414.2484278081,743781.6277028809,n5214
-174416.1360388033,743780.9667000587,n5215
-174418.02364979844,743780.3056972366,n5216
-174419.91126079363,743779.6446944143,n5217
-174421.79887178878,743778.9836915922,n5218
-174423.68648278396,743778.32268877,n5219
-174425.57409377914,743777.6616859479,n5220
-174427.4617047743,743777.0006831257,n5221
-174428.91684833402,743776.4911215677,n5222
-174430.9142032032,743776.3882939131,n5223
-174432.9115580724,743776.2854662586,n5224
-174434.90891294158,743776.1826386041,n5225
-174435.41081831107,743776.1567995542,n5226
-174388.3063649728,744492.4769285908,n5227
-174388.69394692063,744494.4390142753,n5228
-174389.0815288684,744496.40109996,n5229
-174389.4691108162,744498.3631856446,n5230
-174389.856692764,744500.3252713291,n5231
-174390.2442747118,744502.2873570138,n5232
-174390.63185665957,744504.2494426984,n5233
-174391.01943860739,744506.211528383,n5234
-174391.40702055517,744508.1736140676,n5235
-174391.79460250295,744510.1356997523,n5236
-174392.18218445076,744512.0977854369,n5237
-174392.56976639855,744514.0598711214,n5238
-174392.95734834633,744516.0219568061,n5239
-174393.34493029414,744517.9840424907,n5240
-174393.34894720957,744518.0043776283,n5241
-174317.89446687553,744504.9579570263,n5242
-174318.5591014389,744506.8442923351,n5243
-174319.2237360023,744508.7306276439,n5244
-174319.8883705657,744510.6169629527,n5245
-174320.55300512907,744512.5032982614,n5246
-174321.21763969245,744514.3896335702,n5247
-174321.88227425583,744516.275968879,n5248
-174322.54690881923,744518.1623041878,n5249
-174323.2115433826,744520.0486394966,n5250
-174323.60919676506,744521.177241073,n5251
-174324.62748643052,744522.8986027889,n5252
-174325.64577609597,744524.619964505,n5253
-174326.66406576143,744526.3413262209,n5254
-174327.6823554269,744528.0626879369,n5255
-174328.70064509235,744529.7840496529,n5256
-174329.71893475778,744531.5054113688,n5257
-174330.73722442324,744533.2267730848,n5258
