X,Y,L
-174231.82617376588,744878.3932023571,n695
-174230.0583575432,744877.4578811274,n696
-174228.29054132052,744876.5225598976,n697
-174226.52272509784,744875.5872386679,n698
-174224.75490887515,744874.6519174381,n699
-174222.98709265247,744873.7165962083,n700
-174221.2192764298,744872.7812749785,n701
-174219.4514602071,744871.8459537488,n702
-174217.68364398443,744870.910632519,n703
-174215.91582776175,744869.9753112893,n704
-174214.1480115391,744869.0399900596,n705
-174212.38019531642,744868.1046688298,n706
-174210.62667751464,744867.1769126492,n707
-174208.86176145892,744866.2361303597,n708
-174207.0968454032,744865.2953480702,n709
-174205.33192934745,744864.3545657807,n710
-174203.56701329173,744863.4137834911,n711
-174201.802097236,744862.4730012016,n712
-174200.0371811803,744861.5322189122,n713
-174198.27226512454,744860.5914366227,n714
-174196.50734906882,744859.6506543332,n715
-174194.7424330131,744858.7098720437,n716
-174192.97751695738,744857.7690897542,n717
-174191.21260090164,744856.8283074647,n718
-174189.44768484592,744855.8875251751,n719
-174187.6827687902,744854.9467428856,n720
-174185.91785273448,744854.0059605961,n721
-174184.15293667873,744853.0651783067,n722
-174182.388020623,744852.1243960172,n723
-174180.6231045673,744851.1836137277,n724
-174178.85818851157,744850.2428314382,n725
-174177.09327245582,744849.3020491487,n726
-174175.3283564001,744848.3612668591,n727
-174173.56344034438,744847.4204845696,n728
-174171.79852428866,744846.4797022801,n729
-174170.03360823292,744845.5389199906,n730
-174168.2686921772,744844.5981377012,n731
-174166.50377612148,744843.6573554117,n732
-174164.73886006576,744842.7165731222,n733
-174162.97394401,744841.7757908327,n734
-174161.2090279543,744840.8350085431,n735
-174159.44411189857,744839.8942262536,n736
-174157.67919584285,744838.9534439641,n737
-174155.91427978713,744838.0126616746,n738
-174154.14936373138,744837.0718793852,n739
-174152.38444767566,744836.1310970957,n740
-174150.61953161994,744835.1903148062,n741
-174148.85461556423,744834.2495325167,n742
-174147.08969950848,744833.3087502271,n743
-174145.32478345276,744832.3679679376,n744
-174143.55986739704,744831.4271856481,n745
-174141.79495134132,744830.4864033586,n746
-174140.03003528557,744829.5456210691,n747
-174139.53312118695,744829.2807427584,n748
-174137.60822575513,744828.7378085299,n749
-174135.6833303233,744828.1948743013,n750
-174133.7584348915,744827.6519400727,n751
-174131.83353945968,744827.1090058441,n752
-174129.90864402786,744826.5660716156,n753
-174127.98374859605,744826.023137387,n754
-174126.0588531642,744825.4802031583,n755
-174124.13395773238,744824.9372689298,n756
-174122.20906230056,744824.3943347012,n757
-174120.28416686875,744823.8514004727,n758
-174118.35927143693,744823.308466244,n759
-174116.6118990899,744822.8156040129,n760
-174114.63373678646,744822.5208602238,n761
-174112.65557448304,744822.2261164346,n762
-174110.6774121796,744821.9313726454,n763
-174109.7681080834,744821.7958874356,n764
-174107.78994583106,744821.5011433035,n765
-174105.8117835787,744821.2063991713,n766
-174103.8336213264,744820.9116550392,n767
-174101.85545907405,744820.616910907,n768
-174099.8772968217,744820.3221667749,n769
-174097.89913456936,744820.0274226428,n770
-174097.1064744663,744819.9093171062,n771
-174095.11222118564,744819.7578118175,n772
-174093.11796790495,744819.6063065287,n773
-174091.1237146243,744819.4548012399,n774
-174089.1294613436,744819.3032959511,n775
-174087.52545101158,744819.1814377845,n776
-174096.4684077215,744821.8048040698,n777
-174095.83034097668,744823.7002910335,n778
-174095.19227423187,744825.595777997,n779
-174094.65234513994,744827.1997301907,n780
-174094.71061469434,744829.1988811753,n781
-174094.76888424874,744831.1980321598,n782
-174094.8271538031,744833.1971831443,n783
-174094.8854233575,744835.1963341289,n784
-174094.92334820644,744836.4974853024,n785
-174095.9810566183,744838.1949106809,n786
-174097.03876503013,744839.8923360594,n787
-174098.09647344198,744841.5897614378,n788
-174099.1541818538,744843.2871868163,n789
-174100.21189026567,744844.9846121948,n790
-174101.2695986775,744846.6820375733,n791
-174101.69442526705,744847.3638052765,n792
-174103.54457115935,744848.1233842238,n793
-174105.39471705165,744848.8829631711,n794
-174107.24486294392,744849.6425421184,n795
-174109.09500883622,744850.4021210658,n796
-174110.9451547285,744851.1617000131,n797
-174112.7953006208,744851.9212789604,n798
-174112.85321306472,744851.9450549629,n799
-174114.84983048003,744851.8287841716,n800
-174116.84644789534,744851.7125133803,n801
-174118.84306531062,744851.596242589,n802
-174120.83968272593,744851.4799717977,n803
-174122.83630014124,744851.3637010064,n804
-174124.83291755654,744851.2474302151,n805
-174126.82953497185,744851.1311594239,n806
-174128.82615238713,744851.0148886326,n807
-174130.82276980244,744850.8986178412,n808
-174130.83083284265,744850.8981482991,n809
-174132.82601133647,744851.036938709,n810
-174134.82118983025,744851.1757291188,n811
-174136.81636832407,744851.3145195286,n812
-174138.81154681786,744851.4533099385,n813
-174140.80672531168,744851.5921003484,n814
-174142.80190380546,744851.7308907582,n815
-174142.98590447748,744851.7436903793,n816
-174144.98108300517,744851.8824803019,n817
-174146.97626153287,744852.0212702245,n818
-174148.9714400606,744852.160060147,n819
-174150.96661858828,744852.2988500695,n820
-174152.96179711598,744852.4376399921,n821
-174154.95697564367,744852.5764299147,n822
-174156.9521541714,744852.7152198373,n823
-174157.83693557893,744852.7767675841,n824
-174159.4369744248,744853.9767157879,n825
-174161.03701327066,744855.1766639916,n826
-174162.63705211654,744856.3766121954,n827
-174164.2370909624,744857.5765603993,n828
-174165.83712980826,744858.776508603,n829
-174167.4371686541,744859.9764568068,n830
-174169.0372075,744861.1764050105,n831
-174170.63724634584,744862.3763532143,n832
-174172.23728519172,744863.576301418,n833
-174173.83732403757,744864.7762496219,n834
-174175.43736288344,744865.9761978256,n835
-174177.0374017293,744867.1761460294,n836
-174178.63744057517,744868.3760942331,n837
-174178.64627647496,744868.3827207111,n838
-174180.2345522528,744869.5981959488,n839
-174181.75184350295,744870.7593481672,n840
-174183.3401195273,744871.9748230828,n841
-174184.92839555166,744873.1902979984,n842
-174186.516671576,744874.4057729141,n843
-174188.1049476004,744875.6212478296,n844
-174189.69322362475,744876.8367227452,n845
-174191.2814996491,744878.0521976608,n846
-174192.86977567346,744879.2676725764,n847
-174194.45805169782,744880.483147492,n848
-174196.04632772217,744881.6986224076,n849
-174197.63460374653,744882.9140973232,n850
-174199.2228797709,744884.1295722388,n851
-174200.81115579527,744885.3450471543,n852
-174202.39943181962,744886.56052207,n853
-174203.98770784397,744887.7759969856,n854
-174205.0036263225,744888.5534584646,n855
-174204.95799906517,744890.5529379352,n856
-174204.91237180788,744892.5524174058,n857
-174204.86674455056,744894.5518968764,n858
-174204.82111729324,744896.551376347,n859
-174204.77549003594,744898.5508558176,n860
-174204.72986277862,744900.5503352883,n861
-174204.6842355213,744902.5498147588,n862
-174204.638608264,744904.5492942295,n863
-174204.5929810067,744906.5487737,n864
-174204.54735374937,744908.5482531707,n865
-174204.50172649208,744910.5477326412,n866
-174204.47239910258,744911.8329186607,n867
-174204.42677169642,744913.8323981279,n868
-174204.38114429027,744915.8318775952,n869
-174204.3355168841,744917.8313570623,n870
-174204.28988947795,744919.8308365296,n871
-174204.2442620718,744921.8303159968,n872
-174204.207534739,744923.439777371,n873
-174204.11728423592,744925.437740045,n874
-174204.02703373283,744927.435702719,n875
-174203.93678322976,744929.433665393,n876
-174203.84653272666,744931.431628067,n877
-174203.783118938,744932.8354804383,n878
-174143.02916758016,744853.7432224005,n879
-174143.07243068283,744855.7427544218,n880
-174143.1156937855,744857.742286443,n881
-174143.1589568882,744859.7418184642,n882
-174143.20221999087,744861.7413504855,n883
-174143.24548309355,744863.7408825067,n884
-174143.2646670787,744864.6275270209,n885
-174489.99522942374,744839.2213340743,n886
-174487.9952590385,744839.2322179171,n887
-174485.9952886532,744839.24310176,n888
-174483.99531826793,744839.2539856029,n889
-174481.99534788268,744839.2648694458,n890
-174479.9953774974,744839.2757532888,n891
-174477.99540711212,744839.2866371316,n892
-174475.99543672687,744839.2975209745,n893
-174473.99546634158,744839.3084048174,n894
-174471.9954959563,744839.3192886603,n895
-174471.09069752158,744839.3242125752,n896
-174469.09088299447,744839.3514496306,n897
-174467.09106846736,744839.3786866859,n898
-174465.09125394028,744839.4059237413,n899
-174463.09143941317,744839.4331607968,n900
-174461.09162488606,744839.4603978521,n901
-174459.09181035895,744839.4876349075,n902
-174457.09199583184,744839.5148719628,n903
-174455.09218130476,744839.5421090182,n904
-174453.09236677765,744839.5693460735,n905
-174451.09255225054,744839.5965831289,n906
-174449.09273772343,744839.6238201843,n907
-174447.09292319632,744839.6510572397,n908
-174445.09310866924,744839.6782942951,n909
-174443.09329414213,744839.7055313505,n910
-174441.09347961502,744839.7327684058,n911
-174439.09366508792,744839.7600054612,n912
-174437.0938505608,744839.7872425165,n913
-174435.0940360337,744839.8144795719,n914
-174434.84213308568,744839.8179104374,n915
-174432.842137962,744839.822326911,n916
-174430.84214283832,744839.8267433847,n917
-174428.84214771463,744839.8311598584,n918
-174426.84215259095,744839.835576332,n919
-174424.84215746727,744839.8399928057,n920
-174422.8421623436,744839.8444092794,n921
-174420.8421672199,744839.8488257531,n922
-174418.84217209622,744839.8532422268,n923
-174418.59723383235,744839.8537831098,n924
-174416.59723801014,744839.8496951818,n925
-174414.59724218794,744839.8456072537,n926
-174412.59724636574,744839.8415193257,n927
-174410.59725054353,744839.8374313978,n928
-174408.5972547213,744839.8333434698,n929
-174406.5972588991,744839.8292555417,n930
-174404.5972630769,744839.8251676137,n931
-174402.5972672547,744839.8210796857,n932
-174400.5972714325,744839.8169917576,n933
-174399.8935180762,744839.8155533081,n934
-174397.89352665134,744839.8096966385,n935
-174395.89353522653,744839.8038399689,n936
-174393.89354380168,744839.7979832992,n937
-174391.89355237683,744839.7921266296,n938
-174389.893560952,744839.78626996,n939
-174387.89356952716,744839.7804132904,n940
-174385.89357810235,744839.7745566207,n941
-174383.8935866775,744839.7686999511,n942
-174381.89359525265,744839.7628432815,n943
-174381.51432280985,744839.7617326401,n944
-174379.53267019126,744839.4914496418,n945
-174377.55101757267,744839.2211666433,n946
-174375.56936495405,744838.950883645,n947
-174373.58771233546,744838.6806006465,n948
-174371.60605971687,744838.4103176482,n949
-174369.62440709828,744838.1400346498,n950
-174368.08990892785,744837.9307402646,n951
-174366.27524253554,744837.089915738,n952
-174364.4605761432,744836.2490912114,n953
-174363.9477879879,744836.0114911435,n954
-174362.2814264267,744834.9054897206,n955
-174360.61506486547,744833.7994882978,n956
-174358.94870330425,744832.693486875,n957
-174358.19899961766,744832.1958917772,n958
-174357.36179856336,744830.3795508415,n959
-174356.52459750904,744828.5632099058,n960
-174355.68739645474,744826.7468689701,n961
-174354.85019540045,744824.9305280345,n962
-174354.64622013926,744824.4879956046,n963
-174354.46794407425,744822.4959570395,n964
-174354.28966800927,744820.5039184745,n965
-174354.11139194426,744818.5118799094,n966
-174353.93311587928,744816.5198413444,n967
-174353.75483981427,744814.5278027793,n968
-174353.6234364583,744813.0595150836,n969
-174353.44516032728,744811.0674765244,n970
-174353.26688419626,744809.0754379652,n971
-174353.08860806524,744807.0833994062,n972
-174352.91033193422,744805.091360847,n973
-174352.7320558032,744803.0993222878,n974
-174352.55377967216,744801.1072837287,n975
-174352.37550354115,744799.1152451696,n976
-174352.19722741013,744797.1232066104,n977
-174352.0189512791,744795.1311680513,n978
-174351.95261444894,744794.3899273543,n979
-174351.75666699698,744792.399549351,n980
-174351.56071954506,744790.4091713476,n981
-174351.3647720931,744788.4187933444,n982
-174351.16882464115,744786.4284153411,n983
-174350.97287718923,744784.4380373377,n984
-174350.77692973727,744782.4476593344,n985
-174350.58098228535,744780.4572813311,n986
-174350.3850348334,744778.4669033277,n987
-174350.18908738144,744776.4765253245,n988
-174350.02312038108,744774.7906801475,n989
-174349.58209278432,744772.8399124374,n990
-174349.14106518755,744770.8891447273,n991
-174348.70003759078,744768.938377017,n992
-174348.25900999404,744766.9876093069,n993
-174347.81798239728,744765.0368415968,n994
-174347.3769548005,744763.0860738867,n995
-174346.93592720374,744761.1353061765,n996
-174346.49489960697,744759.1845384664,n997
-174346.0538720102,744757.2337707563,n998
-174345.61284441344,744755.2830030462,n999
-174345.1718168167,744753.3322353361,n1000
-174344.73078921993,744751.3814676258,n1001
-174344.28976162316,744749.4306999157,n1002
-174343.8487340264,744747.4799322056,n1003
-174343.40770642963,744745.5291644955,n1004
-174342.96667883286,744743.5783967854,n1005
-174342.5256512361,744741.6276290752,n1006
-174342.08462363936,744739.6768613651,n1007
-174341.6435960426,744737.726093655,n1008
-174341.20256844582,744735.7753259449,n1009
-174340.76154084905,744733.8245582347,n1010
-174340.32051325229,744731.8737905246,n1011
-174339.87948565552,744729.9230228144,n1012
-174484.71438939116,744731.9679974334,n1013
-174484.84851101888,744729.9724996537,n1014
-174484.9826326466,744727.9770018739,n1015
-174485.11675427432,744725.9815040942,n1016
-174485.25087590204,744723.9860063144,n1017
-174485.38499752973,744721.9905085347,n1018
-174485.51911915746,744719.9950107549,n1019
-174485.65324078518,744717.9995129752,n1020
-174485.7873624129,744716.0040151954,n1021
-174485.92148404062,744714.0085174157,n1022
-174486.05560566834,744712.0130196359,n1023
-174486.18972729606,744710.0175218562,n1024
-174486.26408441731,744708.9112165355,n1025
-174486.8527129284,744706.9997991357,n1026
-174487.44134143947,744705.0883817361,n1027
-174488.02996995056,744703.1769643363,n1028
-174488.61859846162,744701.2655469367,n1029
-174489.2072269727,744699.3541295369,n1030
-174489.79585548377,744697.4427121371,n1031
-174489.92443090328,744697.0251970332,n1032
-174490.46982005777,744695.1009957261,n1033
-174491.01520921226,744693.1767944191,n1034
-174491.56059836678,744691.252593112,n1035
